cid,Probability of nonactivity,Probability of activity
66906535,0.35491282,0.6450872
24206417,0.3550762,0.6449238
94001662,0.3550762,0.6449238
5327118,0.3550762,0.6449238
134695307,0.3550762,0.6449238
1268279,0.3550762,0.6449238
91810866,0.3550762,0.6449238
13108018,0.3550762,0.6449238
13463,0.3550762,0.6449238
516040,0.3550865,0.6449135
121486893,0.35557014,0.64442986
14485380,0.35578322,0.6442168
72201,0.35578322,0.6442168
10946143,0.3559246,0.6440754
10870487,0.35727292,0.6427271
476457,0.35727733,0.64272267
135415644,0.35909754,0.64090246
196459,0.3591683,0.6408317
10517504,0.359455,0.640545
121486851,0.3599792,0.6400208
135912870,0.36042684,0.63957316
54311365,0.36091715,0.63908285
15217015,0.36184633,0.6381537
469441,0.36223,0.63777
125650,0.36224794,0.63775206
135438476,0.36234826,0.63765174
67785972,0.36311716,0.63688284
71341063,0.36311716,0.63688284
10265867,0.36311716,0.63688284
10356486,0.36311716,0.63688284
493439,0.36322743,0.6367726
453473,0.36343867,0.63656133
10378968,0.36345094,0.63654906
90673794,0.36354625,0.63645375
476450,0.3639711,0.6360289
23399682,0.36421722,0.6357828
469794,0.3644246,0.6355754
5273013,0.36461836,0.63538164
127256358,0.36475277,0.63524723
452061,0.36537248,0.6346275
14409039,0.36537248,0.6346275
453757,0.36558068,0.6344193
512720,0.36602855,0.63397145
50989162,0.36602855,0.63397145
476439,0.36610782,0.6338922
73442717,0.3664466,0.6335534
92230799,0.3664466,0.6335534
132274323,0.36670893,0.63329107
69626062,0.36721188,0.6327881
447864,0.36721188,0.6327881
135524757,0.36731535,0.63268465
53678903,0.3674354,0.6325646
501518,0.36791104,0.63208896
121486788,0.3688423,0.6311577
135455539,0.3691482,0.6308518
135456714,0.369591,0.630409
10356196,0.3701473,0.6298527
45480523,0.37018347,0.62981653
387072,0.37045586,0.62954414
9835398,0.3705833,0.6294167
3011893,0.3705833,0.6294167
135445744,0.37098515,0.62901485
135927359,0.37098515,0.62901485
136138664,0.3717968,0.6282032
387981,0.3724823,0.6275177
10266777,0.3724823,0.6275177
595711,0.37265366,0.62734634
44396095,0.37320912,0.6267909
123674,0.37354004,0.62645996
5278547,0.37377566,0.62622434
308234,0.37386745,0.62613255
131881832,0.37386745,0.62613255
451391,0.37404597,0.62595403
490684,0.37408763,0.62591237
171555,0.37425017,0.6257498
131887892,0.37468123,0.62531877
21139659,0.37526155,0.62473845
92234638,0.37526155,0.62473845
